ID,mag_name,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,host_species,AB_batch,taxonomy_level,sample_type
EHM041791,EHA02746_bin.57.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__,98.50,56.50,8.34,2002070,39.00%,2814.00,710,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041748,EHA02746_bin.14.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__MGBC122484,s__,79.34,96.86,0.38,1895504,36.00%,21021.00,134,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041765,EHA02746_bin.3.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Deferribacterota,c__Deferribacteres,o__Deferribacterales,f__Mucispirillaceae,g__Mucispirillum,s__,0.00,96.36,0.50,2477234,31.00%,42163.00,113,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041753,EHA02746_bin.19.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__NHYN01,s__,92.47,99.99,0.09,2064901,45.00%,51217.00,72,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041796,EHA02746_bin.9.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__,0.00,99.75,0.52,3054328,49.00%,177425.00,32,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041770,EHA02746_bin.34.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__Paramuribaculum sp001689565,97.01,67.95,0.22,1678178,51.00%,4980.00,398,,,,,,NaN,Apodemus sylvaticus,ABB0304,Species,Faecal
EHM041777,EHA02746_bin.40.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__,84.57,91.85,4.68,2721070,60.00%,24372.00,172,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041768,EHA02746_bin.32.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__Pullibacteroides,s__,0.00,97.71,0.08,2142337,51.00%,376687.00,19,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041750,EHA02746_bin.16.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__RACS-045,s__,81.95,79.41,2.64,1370126,45.00%,11498.00,170,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041784,EHA02746_bin.49.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__RACS-045,s__,0.00,59.40,9.12,1353565,48.00%,2413.00,568,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM041793,EHA02746_bin.6.fa,Coassembly,EHA02746,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__RACS-045,s__,80.93,91.00,1.87,1512707,46.00%,37781.00,63,,,,,,NaN,Apodemus sylvaticus,ABB0304,Genus,Faecal
EHM042634,EHA02748_bin.129.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD8-76,s__,88.20,66.31,4.03,3122364,47.00%,5865.00,638,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042584,EHA02748_bin.106.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD42-69,s__,91.47,78.76,3.07,2910581,45.00%,4725.00,732,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042751,EHA02748_bin.72.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD42-69,s__,0.00,80.80,1.02,2601564,42.00%,18315.00,208,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042709,EHA02748_bin.34.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__1XD42-69,s__1XD42-69 sp910585825,96.03,73.81,2.21,2236313,43.00%,3633.00,673,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042750,EHA02748_bin.71.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,0.00,51.89,1.45,2241490,48.00%,2874.00,806,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042576,EHA02748_bin.102.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,84.55,98.51,1.01,3750750,49.00%,132748.00,55,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042692,EHA02748_bin.19.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,77.86,61.22,0.62,2546565,48.00%,4072.00,695,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042726,EHA02748_bin.5.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,92.99,59.80,0.12,2361770,52.00%,3838.00,675,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042754,EHA02748_bin.75.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,80.38,91.13,2.54,4279834,49.00%,77436.00,101,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042720,EHA02748_bin.44.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__,83.64,79.23,4.84,2415139,55.00%,4573.00,615,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042747,EHA02748_bin.69.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__,81.62,87.01,3.18,1907566,59.00%,5104.00,445,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042763,EHA02748_bin.83.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__,81.82,98.98,0.43,3435992,55.00%,13742.00,373,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042719,EHA02748_bin.43.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__Anaerocaecibacter,s__,82.99,95.21,2.26,1915533,49.00%,59475.00,56,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042759,EHA02748_bin.8.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA5755,g__Avidehalobacter,s__,0.00,80.45,1.61,1598586,52.00%,4501.00,422,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042758,EHA02748_bin.79.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Avirikenella,s__,84.13,88.79,1.67,1832887,54.00%,7449.00,316,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042616,EHA02748_bin.120.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,0.00,81.87,0.37,3035742,49.00%,59205.00,84,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042669,EHA02748_bin.153.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,0.00,61.52,8.28,5430669,42.00%,3739.00,1598,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042667,EHA02748_bin.151.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides luhongzhouii,96.93,59.11,5.73,2863704,42.00%,4208.00,764,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042755,EHA02748_bin.76.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp910585845,98.62,95.56,0.01,3685575,47.00%,46403.00,120,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042728,EHA02748_bin.51.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Caccovicinus,s__,85.34,54.08,1.01,2350714,55.00%,2746.00,868,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042717,EHA02748_bin.41.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Caccovicinus,s__Caccovicinus sp910589195,96.41,81.47,4.60,3107901,45.00%,5386.00,700,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042659,EHA02748_bin.144.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,85.66,96.22,3.11,4103820,50.00%,40645.00,134,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042752,EHA02748_bin.73.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,0.00,96.89,1.92,3445343,41.00%,41469.00,146,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042778,EHA02748_bin.97.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,85.09,96.14,2.73,3941606,46.00%,38132.00,144,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042568,EHA02748_bin.1.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,0.00,93.90,1.67,2158493,55.00%,12158.00,253,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042606,EHA02748_bin.116.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,79.85,93.57,2.45,3026308,49.00%,53679.00,113,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042608,EHA02748_bin.117.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,80.15,78.56,1.38,2239667,50.00%,21036.00,153,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042610,EHA02748_bin.118.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,0.00,72.22,1.06,1744192,57.00%,6340.00,334,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042628,EHA02748_bin.126.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,0.00,82.21,1.57,1911468,49.00%,37351.00,74,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042675,EHA02748_bin.159.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,79.01,52.70,7.55,1604135,46.00%,5013.00,370,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042677,EHA02748_bin.160.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,0.00,94.83,2.13,2418254,49.00%,43022.00,88,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042687,EHA02748_bin.173.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,78.02,52.48,6.45,1394074,49.00%,4171.00,368,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042705,EHA02748_bin.30.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,0.00,98.38,2.32,2436782,51.00%,29052.00,211,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042743,EHA02748_bin.65.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,77.70,61.05,0.41,1672782,52.00%,3199.00,561,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042668,EHA02748_bin.152.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-582,s__,0.00,50.35,7.05,1317640,29.00%,2414.00,544,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042602,EHA02748_bin.114.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,92.88,0.36,2426339,53.00%,25738.00,160,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042662,EHA02748_bin.147.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,96.78,2.09,2144054,50.00%,41228.00,96,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042716,EHA02748_bin.40.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,78.08,63.98,1.09,1491804,55.00%,4918.00,346,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042730,EHA02748_bin.53.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,78.22,74.80,1.40,1636508,48.00%,6162.00,362,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042742,EHA02748_bin.64.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,79.85,95.36,3.76,2404736,56.00%,19523.00,184,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042756,EHA02748_bin.77.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,0.00,54.79,7.46,1071882,60.00%,2383.00,451,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042713,EHA02748_bin.38.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp910578035,97.34,91.70,0.64,2726006,52.00%,13772.00,280,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042704,EHA02748_bin.3.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-1031,s__,78.69,58.44,4.01,1470839,56.00%,3439.00,467,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042772,EHA02748_bin.91.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__Choladocola sp009774145,95.66,90.17,2.97,3607530,50.00%,17325.00,273,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042770,EHA02748_bin.9.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,91.69,98.89,0.89,4040514,43.00%,71772.00,85,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042729,EHA02748_bin.52.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,81.71,95.04,1.20,1573887,46.00%,22428.00,99,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042622,EHA02748_bin.123.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,76.24,83.98,0.46,1700777,55.00%,4203.00,457,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042654,EHA02748_bin.14.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,77.75,99.75,1.53,2702872,56.00%,14973.00,312,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042620,EHA02748_bin.122.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp002494015,97.87,99.63,0.22,2929006,52.00%,36643.00,119,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042695,EHA02748_bin.21.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella dubosii,96.39,97.52,0.47,2992700,49.00%,18783.00,260,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042639,EHA02748_bin.130.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,81.24,68.11,1.63,2073828,61.00%,7154.00,348,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042666,EHA02748_bin.150.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,83.64,52.95,2.42,1774023,62.00%,4720.00,441,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042673,EHA02748_bin.157.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,84.24,62.78,1.93,2328295,59.00%,12847.00,218,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042762,EHA02748_bin.82.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,93.69,55.49,0.44,1374211,63.00%,3903.00,404,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042586,EHA02748_bin.107.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,85.55,76.62,3.01,1880039,54.00%,3591.00,576,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042650,EHA02748_bin.136.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,86.51,70.62,1.17,2087663,62.00%,9293.00,267,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042651,EHA02748_bin.137.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,53.69,5.89,1858640,60.00%,7553.00,285,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042655,EHA02748_bin.140.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,86.01,69.79,1.29,1850611,62.00%,6392.00,359,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042761,EHA02748_bin.81.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,84.23,2.14,2383826,59.00%,16946.00,214,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042766,EHA02748_bin.86.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__,0.00,91.73,2.07,2606677,60.00%,11593.00,323,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042775,EHA02748_bin.94.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_B,s__Enterococcus_B hirae,96.00,100.00,0.12,2716568,36.00%,152864.00,37,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042768,EHA02748_bin.88.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,0.00,92.52,0.05,2986039,45.00%,21860.00,202,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042604,EHA02748_bin.115.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_J,s__,0.00,93.70,5.51,4912801,45.00%,34521.00,248,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042693,EHA02748_bin.2.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_J,s__,83.39,94.95,4.92,4638880,47.00%,9993.00,586,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042701,EHA02748_bin.27.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_J,s__,83.16,97.98,7.22,5098562,46.00%,59168.00,166,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042706,EHA02748_bin.31.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp011958665,95.91,95.74,3.59,1745646,38.00%,9748.00,236,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042771,EHA02748_bin.90.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__,81.03,69.37,2.10,1215809,53.00%,3588.00,367,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042714,EHA02748_bin.39.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_C,s__Helicobacter_C japonicus,99.35,99.96,0.05,1687550,36.00%,118487.00,23,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042648,EHA02748_bin.135.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__JAFLTL01,s__,80.27,88.51,0.03,2391744,51.00%,58229.00,74,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042698,EHA02748_bin.24.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__,0.00,99.77,0.26,1732926,35.00%,24726.00,96,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042749,EHA02748_bin.70.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus intestinalis,95.54,99.28,0.32,2045440,35.00%,20105.00,188,,,,,,NaN,Apodemus sylvaticus,ABB0305,Species,Faecal
EHM042671,EHA02748_bin.155.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,84.15,61.17,0.03,1873607,60.00%,9700.00,244,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
EHM042672,EHA02748_bin.156.fa,Coassembly,EHA02748,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,84.25,62.55,5.62,1728514,60.00%,4733.00,431,,,,,,NaN,Apodemus sylvaticus,ABB0305,Genus,Faecal
